	business_id	name	address	city	state	latitude	longitude	stars	review_count	is_open
5995	KkmSbkWOWC3DtY-Sxa9PmQ	"""Big Heng"""	"""7530 W Peoria Ave, Ste A"""	Peoria	AZ	33.5818909	-112.221484	4.0	167	1
5996	rfmXVYoFnxRUPvOqPMkiLg	"""Señor Taco"""	"""13525 N Fountain Hills Blvd, Ste 101"""	Fountain Hills	AZ	33.60839970000001	-111.7296256	4.0	58	1
5997	6wxfzVfke6iXRhP8yeMTeA	"""Zoyo Neighborhood Yogurt"""	"""4923 E Chandler Blvd"""	Phoenix	AZ	33.3047391	-111.9776723	4.0	67	1
5998	_j-JBXnTuXclA1lEzzezmQ	"""Trattoria Timone"""	"""2091 Winston Park Drive"""	Oakville	ON	43.5104917	-79.6692793	4.0	51	1
5999	3b94MZ9agaZL8SMBagTwpA	"""Bread and Butter"""	"""10940 S Eastern Ave, Ste 107"""	Henderson	NV	35.994110938	-115.099850426	4.0	317	0
6000	8xI4hJ3nS4avEoo_l62dkw	"""Square One"""	"""100 City Centre Drive"""	Mississauga	ON	43.593468585699995	-79.6441475675	4.0	111	1
6002	DXy9PG__FYHEnHjp1PA01Q	"""Ice Cream & Co."""	"""1130 W Grove Ave, Ste 103"""	Mesa	AZ	33.390825954499995	-111.855381474	4.5	54	1
6003	Voeq7aGDmCGMjE_SQiHwRA	"""Bakersfield"""	"""940 Penn Ave"""	Pittsburgh	PA	40.444065	-79.99663199999999	4.0	457	1
6004	KTZjBkf_8Ijqb_4O7UR5ow	"""Istanbul Grille"""	"""600 Grant St"""	Pittsburgh	PA	40.441355	-79.994853	4.5	62	1
6005	FBd6q_qzEFixvhV3KdzvJw	"""Riddle Room"""	"""579 Yonge Street, 2nd Floor"""	Toronto	ON	43.665755499999996	-79.38470490000002	4.5	133	1
6006	jWv5GUtEp30OD5L5C8c2DQ	"""Mr. Mamas"""	"""5580 S Decatur Blvd, Ste 112"""	Las Vegas	NV	36.088774	-115.207338	4.5	1121	0
6007	zP05w3gjD30Gi9-SCIy2DA	"""Pho Leo"""	"""1734 East Main St, Ste 5"""	Mesa	AZ	33.4157124506	-111.793541014	4.5	79	1
6008	ZzEIraKkYkhWqnFu93Vf-g	"""The Mediterranean Grill"""	"""14880 N Northsight Blvd"""	Scottsdale	AZ	33.6216468811	-111.89834594700001	4.5	51	0
6009	4_L9bnIvY8TLDfiTBGcnRA	"""Daldongnae"""	"""6034 Yonge Street"""	Toronto	ON	43.789729799999996	-79.41826879999999	4.0	58	1
6011	DDv3xVIzz-PuoF_1IoIzXQ	"""Bosa Donuts"""	"""155 E Williams Field Rd"""	Gilbert	AZ	33.3058756	-111.7864729	4.0	78	1
6013	wmGJWlimnBK909IEgKVIIA	"""Trader Joe's"""	"""175 Market St"""	Westlake	OH	41.456944	-81.9512008	4.0	68	1
6014	GPX3TnZ0-4pAxKPJUESbeA	"""Raising Cane's"""	"""3023 St Rose Pkwy"""	Henderson	NV	36.003254	-115.1183707	4.0	135	1
6015	fBxDUu5ftmNHbbX5qD_FcA	"""Mark's Cafe"""	"""6340 S Rural Rd, Ste 120"""	Tempe	AZ	33.365051	-111.929165	4.5	309	1
6016	K2_zfa7cKbg5klHJYqoWnw	"""Hot N Juicy Crawfish"""	"""9560 S Eastern Ave"""	Las Vegas	NV	36.0144588998	-115.11799944200001	4.0	410	1
6018	Ap60-avIGeV3xkCMJdsVIA	"""DJ's of Scottsdale"""	"""7320 E Stetson Dr"""	Scottsdale	AZ	33.4998144	-111.92340279999999	4.0	57	1
6021	J1RDyyPxhioqm8c_fi4P4Q	"""Lola"""	"""2058 E 4th St"""	Cleveland	OH	41.4987935	-81.6902919	4.0	893	1
6024	i5XqKrdEFHvJpqAw3YKrag	"""Copper Branch"""	"""1245 Rue Bishop"""	Montréal	QC	45.4963161	-73.57581440000001	4.0	69	1
6027	tV5PcOIFlB12dpcbCy78VA	"""India Oven"""	"""1315 S Gilbert Rd"""	Mesa	AZ	33.3916092	-111.787729	4.5	623	1
6029	B1tsu2zSVlY_g1QS-z4ILg	"""Pink Pepper Asian Fusion"""	"""1941 W Guadalupe Rd, Ste 105"""	Mesa	AZ	33.3629395	-111.87528229999998	4.5	58	1
6030	CVECSCW-7zDzjpIPxsew4g	"""Tacos El Compita"""	"""6118 W Charleston Blvd"""	Las Vegas	NV	36.1599719621	-115.224668645	4.5	110	1
6033	mnU3iGsL55MCWXiWV3AcAQ	"""In-N-Out Burger"""	"""5690 Centennial Center Blvd"""	Las Vegas	NV	36.2652651	-115.2570317	4.0	172	1
6037	01aNlDhbMObjc9OdAHuNpQ	"""Rose Garden Chinese Restaurant"""	"""14 W Pacific Ave"""	Henderson	NV	36.033505130500004	-114.985688059	4.0	58	1
6038	igU-mCXzyn-gmwSzJgeMEQ	"""The Pizza Kitchen"""	"""5270 S Fort Apache Rd, Ste 320"""	Las Vegas	NV	36.0931006304	-115.296561653	4.5	182	1
6039	UjZvat83xMQhCWh4EEOJ-Q	"""The Tailend"""	"""14-15 Albert Place, Leith Walk"""	Edinburgh	EDH	55.962096900000006	-3.1793283	4.5	62	1
6040	E_DXCeVllZtHV93hsAIZvw	"""Tacos Sahuaro"""	"""2320 N 32nd St"""	Phoenix	AZ	33.4738447	-112.01320729999999	4.5	207	1
6042	vCopginiBsz1STNhQPb8XA	"""The Dancing Dog Eatery & Juicery"""	"""126 W Main St"""	Urbana	IL	40.112757	-88.20850290000001	4.5	70	1
6043	blBZJ_UbVb2ieOcktYRuZg	"""Smashburger"""	"""9460 S Eastern Ave, Ste 120"""	Las Vegas	NV	36.0176169	-115.1182313	4.0	155	1
6045	WbJ1LRQdOuYYlRLyTkuuxw	"""Tupelo Honey"""	"""1820 South Blvd"""	Charlotte	NC	35.2111775622	-80.8586042199	4.0	1051	1
6047	mJ_ucQ2_3hfTsmCcKb-hgw	"""Sienna On The Square"""	"""22 Market Sq"""	Pittsburgh	PA	40.4411661898	-80.0022912025	4.0	200	1
6048	6XMpuxp5vzCjF0DbhbEldw	"""Hwang-Kum"""	"""5908 Rue Sherbrooke O"""	Montréal	QC	45.4688143	-73.6188488	4.0	55	1
6049	BgYJ1Jdejkwchp8K24Pn_g	"""Scooptacular"""	"""5150 W Baseline, Ste 102"""	Laveen	AZ	33.378013	-112.17089990000001	4.5	193	1
6050	EvWGuX0eqKcZvLRgtIFHZg	"""Eddie's Place"""	"""617 S Sharon Amity Rd"""	Charlotte	NC	35.171763500000004	-80.80620859999999	4.0	250	1
6052	IsoLzudHC50oJLiEWpwV-w	"""Chelsea's Kitchen"""	"""5040 N 40th St"""	Phoenix	AZ	33.5112538	-111.99565159999999	4.0	1193	1
6053	SnsZFsVf1tQvBCPmhe8gGw	"""Chaban"""	"""872 The Queensway"""	Toronto	ON	43.6247912682	-79.5104344189	4.0	88	1
6054	6rFjfFSavabsIxEKuWdk5w	"""Metro Diner"""	"""10412 E Independence Blvd, Ste 400"""	Matthews	NC	35.12680220000001	-80.7082811	4.0	128	1
6056	uqDJHY5UAMZgClJLbYBagg	"""TJ's Pizza & Wings"""	"""5555 E Bell Rd, Ste 14"""	Scottsdale	AZ	33.640051799999995	-111.96057179999998	4.0	104	1
6057	PjtX-5vSTBVyWfMREX8bRA	"""Capitano Burgers & Gelato"""	"""645 Yonge Street"""	Toronto	ON	43.6679169	-79.3856822	4.0	78	0
6061	yPIHOfXNz4LNTWFjCTFWgA	"""Greco Fresh Grille"""	"""1143 Stonecrest Blvd, Ste 101"""	Fort Mill	SC	35.0473222131	-80.99167663600001	4.5	68	1
6064	GpzQY2XLo5A35Cf8-Mjazg	"""Johnny Vegas Grill"""	"""3342 S Sandhill Rd"""	Las Vegas	NV	36.1290736318	-115.09131179299999	4.5	132	1
6065	WXSsJIO_uGGSxS9qC8x1gQ	"""The Protein Source"""	"""4220 S Grand Canyon Dr, Ste 8"""	Las Vegas	NV	36.1131435	-115.3060614	4.0	249	1
6067	HWgz2YN0VKQzJ1Mlh1DjMA	"""Jammy Buggars"""	"""15625 Detroit Ave"""	Lakewood	OH	41.484871600700004	-81.8068170547	4.0	218	1
6068	jgtEoeE2uoA27J_UvbE20g	"""Uncle Joe's Pizza"""	"""505 Fremont St"""	Las Vegas	NV	36.1691679	-115.1405453	4.0	110	0
6069	4Dqv3RVR7faMYfeJCChdyA	"""Crema Coffee"""	"""3079 Dundas Street W"""	Toronto	ON	43.6653685	-79.47224659999999	4.0	81	1
6070	ebVPLAeD7FZ2VzY5ryOCxw	"""Xtreme Taste"""	"""6 Cumberland Street"""	Toronto	ON	43.6710812838	-79.38770818729999	4.0	74	1
6071	y3otpml08iLWdX5RCrWnbA	"""Ricardo's Mexican Food"""	"""20020 N 59th Ave"""	Glendale	AZ	33.666682	-112.18678359999998	4.0	77	1
6072	2xcnolaD9e6voXJnrbu_Hg	"""B.A. Sweetie Candy"""	"""6770 Brookpark Rd"""	Cleveland	OH	41.420046	-81.731944	4.0	60	1
6073	Ay7SK-nziJ7hnf6V_z6saA	"""Nothing Bundt Cakes"""	"""4722 E Ray Rd, Ste 14"""	Phoenix	AZ	33.321514604	-111.98232923399999	4.5	114	1
6075	cXmlv2WBzuB6JLMhaCvLuQ	"""Han Chinese Kabob & Grill"""	"""3710 Payne Ave, Ste 110"""	Cleveland	OH	41.5094078	-81.6621618	4.0	75	1
6076	Ncvd4l3zo72FUK5kovQhYQ	"""Cafe des Amis"""	"""443 Division St"""	Sewickley	PA	40.540921399999995	-80.17995340000002	4.0	53	1
6077	Ki9N8VBWvEs3FOpAjeNWFA	"""Culver's"""	"""325 Carowinds Blvd"""	Fort Mill	SC	35.0938651342	-80.9358873235	4.0	86	1
6078	tj3YzWsjMbPU_ivDkyOE3w	"""Scramble"""	"""6590 N Scottsdale Rd, Ste 100"""	Scottsdale	AZ	33.5335199018	-111.926205579	4.0	366	1
6081	3qlqzQrwh8hjBltlgFgsJQ	"""Paz Cantina"""	"""1011 N 3rd St"""	Phoenix	AZ	33.4591696019	-112.06898979799999	4.0	264	0
6083	MjB1mTO0Thw0csSIe5xxLg	"""Mustang Sally's Diner"""	"""280 N Gibson Rd"""	Henderson	NV	36.048726	-115.027721	4.0	102	1
6085	gnKjwL_1w79qoiV3IC_xQQ	"""Musashi Japanese Restaurant"""	"""10110 Johnston Rd, Ste 15"""	Charlotte	NC	35.0922425	-80.8589524	4.0	147	1
6087	cUGFEQOu3_VsOpbvHGx8ZQ	"""Sweet Republic"""	"""6054 N 16th St"""	Phoenix	AZ	33.5251281	-112.04787900000001	4.5	243	1
6088	auTNigMttjBBTj1MNxOeFQ	"""Taj Palace"""	"""9530 S Eastern Ave, Ste 180"""	Henderson	NV	36.015472515999996	-115.117112761	4.0	476	1
6089	R7-3MCD6_RL_VxN65yCh2Q	"""Great Wok"""	"""3646 E Ray Rd, Ste 12"""	Phoenix	AZ	33.3165932	-112.0035568	4.0	115	1
6090	pK06Y7dSR3JfqS1DgeSKtw	"""Byzantium"""	"""499 Church St"""	Toronto	ON	43.665397999999996	-79.38078359999999	4.0	57	0
6091	sXoIcZlAQdQS08IqRBL0dg	"""ZK Grill"""	"""4804 E Chandler Blvd"""	Phoenix	AZ	33.3057767	-111.9798844	4.0	73	1
6092	A0BrC0fPkWLbTrrT5GMtmQ	"""Kneaders Bakery and Cafe Chandler"""	"""1090 W Queen Creek Rd"""	Chandler	AZ	33.2619905	-111.85955249999999	4.0	73	1
6093	t5mTYSaFtxiDGWVVR_A6qg	"""Cool Runnings Restaurant"""	"""146 Main Street"""	Toronto	ON	43.6834386	-79.299971	4.0	75	1
6094	gio48on8yQyFW1fJ1dChGg	"""Andy's Frozen Custard"""	"""12925 S 48th St"""	Phoenix	AZ	33.3299737594	-111.980111228	4.0	52	1
6095	RG4NphZCi8Pw6Ei-g6oaqg	"""Steam Whistle Brewing"""	"""255 Bremner Boulevard"""	Toronto	ON	43.6411408794	-79.385235095	4.5	246	1
6096	6qDRqHWqf0EeHupSUEBfKg	"""521 BBQ & Grill"""	"""6257 Carolina Commons Dr, Ste 400"""	Fort Mill	SC	34.93632589999999	-80.8381123	4.0	130	1
6097	gMUAn6xcuE-TbY1seFw_Ww	"""Presto Calzone Bakery"""	"""7501 N Cimarron Rd, Ste 108"""	Las Vegas	NV	36.29733	-115.27026799999999	4.5	188	1
6100	V3A7tvyfSX9pmy6L2ohqDg	"""First Watch - Breakfast, Brunch & Lunch"""	"""1431 Som Center Rd"""	Mayfield Heights	OH	41.5215343	-81.4371695	4.0	68	1
6102	K2CdjES-IZDDEgetOnf0Vw	"""One2 Snacks"""	"""8 Glen Watford Drive, Unit 26"""	Toronto	ON	43.7871904907	-79.2766229063	4.5	138	1
6103	LSPwq3J4WDHh6q3Cu0uMog	"""Régine Café"""	"""1840 Beaubien Est"""	Montréal	QC	45.5435609	-73.59602199999999	4.5	188	1
6104	W9y-Bl9030-rmfxSTmUD_g	"""Simi's Cafe"""	"""2401 E Baseline Rd, Ste 118"""	Gilbert	AZ	33.3788895537	-111.77975068299999	4.5	489	1
6105	ZumOnWbstgsIE6bJlxw0_Q	"""Jacobs & Co. Steakhouse"""	"""12 Brant Street"""	Toronto	ON	43.645370799999995	-79.3980109	4.5	443	1
6107	3FnTXbcCXeZsbiXBW5OCYA	"""La Catrina"""	"""35 Queen Street W"""	Brampton	ON	43.685232	-79.760379	4.0	85	1
6114	oVuvM9YLTSiA40fZRmnrIA	"""Gelato Spot"""	"""7366 E Shea Blvd"""	Scottsdale	AZ	33.5840123	-111.92239170000002	4.5	58	0
6115	Yiw2jUJzUdFmglHZgj4RaQ	"""808 Tapas"""	"""9350 W Sahara Ave, Ste 150"""	Las Vegas	NV	36.1472362714	-115.299834609	4.0	236	0
6116	KHcqvfwkGv6k6KtLDcpogQ	"""Sparrow / Le Moineau"""	"""5322 Boulevard Saint-Laurent"""	Montréal	QC	45.5245856	-73.59664520000001	4.0	153	1
6117	LLWOrt8Vo5kyA9qeo-Y76g	"""Moreno's Mexican Grill"""	"""760 E Broadway Rd"""	Mesa	AZ	33.408187100000006	-111.81457490000001	4.0	76	1
6118	0NgePUfXd2TG0kWgsQRq0A	"""YC's Mongolian Grill"""	"""752 W Elliot Rd"""	Tempe	AZ	33.3496395266	-111.94918357799999	4.0	160	1
6119	EjzMHfwqAmj7BgdzQjquRQ	"""Bandito Latin Kitchen & Cantina"""	"""325 Hughes Ctr Dr, Ste 100"""	Las Vegas	NV	36.115316	-115.158502	4.0	167	1
6120	q4i-kcryM2X8VXWQcGbiSw	"""Aishiteru Asian Bistro"""	"""2017 E Cactus Rd, Ste G"""	Phoenix	AZ	33.596186200000005	-112.03612350000002	4.5	73	1
6123	uU1VdmqO6UTCiRgbhQrbsg	"""Nil Bleu"""	"""3706 Rue Saint-Denis"""	Montréal	QC	45.518285399999996	-73.57120090000001	4.0	100	1
6124	dkCi6pb2tP-BPTGTgv23zw	"""Great Bao"""	""""""	Las Vegas	NV	36.1104125	-115.20670109999999	4.5	115	0
6125	RPO5ISR18Xllgk9ahdPepA	"""Tarbell's"""	"""3213 E Camelback Rd"""	Phoenix	AZ	33.509127500000005	-112.01244340000001	4.5	316	1
6126	VSNUFYBQ_wOFmRXZ8SeQ4w	"""S&D Polish Deli"""	"""2204 Penn Ave"""	Pittsburgh	PA	40.4523578	-79.98202059999998	4.5	165	1
6128	zfQ855VX3SMA_54oVSN5Cw	"""Fresco's Fish & Chips"""	"""201 Augusta Avenue"""	Toronto	ON	43.653834100000005	-79.40154840000001	4.5	280	1
6129	QXV3L_QFGj8r6nWX2kS2hA	"""Nacho Daddy"""	"""3663 Las Vegas Blvd, Ste 595"""	Las Vegas	NV	36.1080857621	-115.17111089299999	4.0	910	1
6130	ArmAaGCdCVAlkhdtaT6RzQ	"""Hopdoddy Burger Bar"""	"""11055 N Scottsdale Rd"""	Scottsdale	AZ	33.5864598183	-111.925569135	4.0	823	1
6133	UPSzbM6D2SkarWAINq1I9A	"""Taydo Vietnamese & Chinese Restaurant"""	"""11725 Snow Rd"""	Parma	OH	41.4042964	-81.7697802	4.0	113	1
6135	J4fxdRNWmqckOHTPJocWEw	"""ML Tavern"""	"""34105 Chagrin Blvd"""	Moreland Hills	OH	41.4547126	-81.4437063	4.0	55	1
6138	IAbq5UuXX_hJbxTOB5suWQ	"""Vintage Tea & Coffee"""	"""1816 E 12th St"""	Cleveland	OH	41.5017456888	-81.68501345520001	4.5	60	1
6140	htQgj-ANQpZGpIpkkrEmyQ	"""Inspire Restaurant"""	"""144 Main Street Markham N, Unit 1"""	Markham	ON	43.879234073	-79.2613200646	4.0	342	1
6142	y1esDY2vFyaTMf1YlRT7ZA	"""La Bella Napoli Pizzeria"""	"""6599 S Las Vegas Blvd, Ste 210"""	Las Vegas	NV	36.06816	-115.177495	4.5	174	1
6143	WpJYt8aA60xL_U8x3JbASA	"""Burrito Boyz"""	"""789 Warden Avenue"""	Scarborough	ON	43.725679116	-79.2863759006	4.0	54	1
6145	vUgCHg2pWUrbg_xrJZz6Lg	"""Desert Donuts"""	"""3134 W Carefree Hwy, Ste A-10"""	Phoenix	AZ	33.7998688808	-112.12764742600001	4.5	177	1
6147	Qmwfg-PtYuCo5Q_IwcA_HQ	"""JaBistro"""	"""222 Richmond Street W"""	Toronto	ON	43.6497069	-79.38811770000001	4.0	372	1
6148	t4bBKVXbr8bIN9nEJIobYg	"""Saffron Flavors of India"""	"""4450 N Tenaya Way, Ste 115"""	Las Vegas	NV	36.24172	-115.250134	4.0	285	1
6149	DIxgItsSI9QwX9H8lVptYg	"""China A Go Go"""	"""10450 W Cheyenne Ave, Ste120"""	Las Vegas	NV	36.220386700000006	-115.32545549999999	4.0	70	1
6150	yy9woaGln_rHhpJ7aadrGw	"""Bistro Narra"""	"""A304-3030 Thomas Street"""	Mississauga	ON	43.559720899999995	-79.73368740000001	4.0	66	0
6153	Mgvs9XPJpR2Vo5D4Tb59sA	"""Charm Thai Restaurant"""	"""7426 Broadview Rd"""	Parma	OH	41.3637374	-81.68535490000001	4.0	125	1
6154	2r6UD7ExSMrK0LGeglquDA	"""Blu Sushi"""	"""23233 N Pima Rd"""	Scottsdale	AZ	33.696555148200005	-111.889346608	4.5	136	1
6157	NQRm_I1FK-r7xd1tVRcb6g	"""Texas Roadhouse"""	"""1863 Remount Rd"""	Gastonia	NC	35.26954370000001	-81.1450266	4.0	53	1
6158	xjjxHavx4RIiW6zS6rasGA	"""Tommy V's Urban Kitchen & Bar"""	"""7303 E Indian School Rd"""	Scottsdale	AZ	33.494687899999995	-111.924231	4.5	518	1
6159	iJi7yebXoPVXRyGqqL-v8g	"""5th and Wine"""	"""7051 E 5th Ave"""	Scottsdale	AZ	33.497622	-111.92925459999998	4.0	525	0
6160	b31CVkPRlnYVjK0RgTAPWA	"""M Sushi Bar"""	"""18555 N 59th Ave, Ste 124"""	Glendale	AZ	33.6524048698	-112.18552902799999	4.0	60	0
6161	oaOT2G5mIE8yOPZ55RM4cA	"""Top's Liquor"""	"""403 W University Dr"""	Tempe	AZ	33.4214828	-111.9448115	4.0	97	1
6167	hkZh4tAa2oJ34i8hxej6Zg	"""The Gabardine"""	"""372 Bay Street"""	Toronto	ON	43.6509626	-79.3814224	4.0	325	1
6168	WmLTIN4qzZ8SjpPxsPH27Q	"""Windy City Beefs N Dogs"""	"""7500 W Lake Mead Blvd, Ste 10"""	Las Vegas	NV	36.197368100000006	-115.2578289	4.5	304	1
6170	2iTsRqUsPGRH1li1WVRvKQ	"""Carson Kitchen"""	"""124 S 6th St, Ste 100"""	Las Vegas	NV	36.1678783157	-115.140640475	4.5	1586	1
6171	_-W_hRQRDEqVdO1WKGa-DQ	"""Max's Allegheny Tavern"""	"""537 Suismon St"""	Pittsburgh	PA	40.4551576	-79.999728	4.0	202	1
6172	Bf-yMQiSmDZyqfGyFKQ0bA	"""Blue Dust"""	"""601 Amity St"""	Homestead	PA	40.4079565	-79.9116502	4.0	141	1
6173	EKNm59ZMMRvb8N8Cm5F8Qw	"""Opus Lounge"""	"""116 King St"""	Madison	WI	43.0747747704	-89.3808732434	4.0	89	0
6175	ubz4CaZXagQuGv2N9gFAdw	"""Botero"""	"""3131 Las Vegas Blvd S"""	Las Vegas	NV	36.127516	-115.16591299999999	4.0	434	0
6176	rioQ_p2pILNbJ4Xp5jW6-Q	"""Downtown Container Park"""	"""707 Fremont St"""	Las Vegas	NV	36.167979700000004	-115.1379889	4.0	692	1
6177	MBY8OO1ccxgB0Co6vQ35Ig	"""Freshbox Grayhawk"""	"""20831 N Scottsdale Rd, Ste 115"""	Scottsdale	AZ	33.6763979403	-111.923134946	4.5	67	0
6178	imZohCOk7J44metzGKHUkw	"""Atlantis Taverna"""	"""239 E Main St"""	Sun Prairie	WI	43.1828511	-89.2115121	4.0	74	1
6179	PmROyaqye5gch5av2oSveA	"""Fired Pie"""	"""201 E Washington St, Ste 111"""	Phoenix	AZ	33.4473503285	-112.071120478	4.0	106	1
6180	j2jpRq7A8V5Z4WhgRhSILw	"""The Peach Stand"""	"""1325 Hwy 160 W"""	Fort Mill	SC	35.019945	-80.957751	4.0	71	1
6181	6K_9C9qQ5sDrmbtEQKjU_g	"""Mi'hito Sushi Laboratory"""	"""90 Courtneypark Drive E"""	Mississauga	ON	43.6372958008	-79.6919128613	4.0	65	1
6183	ujnkGDJvDHiq7hT4tl8xxQ	"""Lee Lee International Supermarket"""	"""7575 W Cactus Rd"""	Peoria	AZ	33.5947815	-112.2221893	4.0	158	1
6184	bhoJYB0ArSqRe-Q82BI4vA	"""Kyouka Ramen"""	"""2222 Queen Street E"""	Toronto	ON	43.6726826	-79.288133	4.5	79	1
6189	xZfPdAYeimiruXuGR4nSUA	"""East End Food Co-Op"""	"""7516 Meade St"""	Pittsburgh	PA	40.448199100000004	-79.8954753	4.5	97	1
6190	qEhTuDSCCMdI8Jj6sD6rRQ	"""Stevie's New York Style Pizza"""	"""20210 N 59th Ave, Ste 102"""	Glendale	AZ	33.6692859	-112.18725800000001	4.0	137	1
6191	NJGGYCkvtW8W9njq9WpMmw	"""Thai-SuShi101"""	"""14220 OakHill Park Ln"""	Huntersville	NC	35.409145	-80.860164	4.0	58	1
6192	nRw01CNUKAANX-qIJ3dvXQ	"""Café Chat l'Heureux"""	"""172 Avenue Duluth Est"""	Montréal	QC	45.51859441	-73.5777685435	4.0	60	1
6193	SqL19z7A7LB91RkWWwWvnQ	"""Yucca Tap Room"""	"""29 W Southern Ave"""	Tempe	AZ	33.3926278	-111.9404784	4.0	193	1
6194	YrtAT1B8aFp5dKNss1ICbw	"""Sekai Sushi"""	"""1017 S Gilbert Rd"""	Mesa	AZ	33.3966967	-111.7867818	4.0	131	1
6195	yxJcVTwvHjuVtOKA3FCyYA	"""Cyprus Grill"""	"""1065 W Queen Creek Rd"""	Chandler	AZ	33.2617999	-111.8602743	4.0	144	0
6196	4cPRznhtVzBMq0ePOD2Zvw	"""Coconut Hut"""	"""1430 W Warner Rd, Ste 148"""	Gilbert	AZ	33.336122732	-111.822496379	4.0	109	1
6197	VoTi4yVhTVyFdmxUpoyUsg	"""Sonora Mesquite Grill"""	"""4613 E Thomas Rd"""	Phoenix	AZ	33.480203	-111.98255320000001	4.5	164	0
6198	e8kK01COAK614-RuKlXHug	"""Emporio: A Meatball Joint"""	"""11978 Perry Hwy"""	Wexford	PA	40.6331082834	-80.0588346093	4.0	100	1
6199	gJ1qSDxS7Gmx_85vmc-_tA	"""Hot Pot Caribbean Cuisine"""	"""2081 N Arizona Ave, Ste 132"""	Chandler	AZ	33.3373576	-111.8411132	4.0	132	1
6200	cIX8h9_IrzU_-4TGXGM0fQ	"""Eastside Social"""	"""1008 Queen Street E"""	Toronto	ON	43.6613875	-79.33918670000001	4.0	52	1
6202	URvh6DgFyA-d6Z7OVKxczg	"""Rally Sports Bar + Smokehouse"""	"""1660 O'Connor Drive"""	Toronto	ON	43.7174661	-79.305012	4.0	80	1
6204	jMSRYnx6X5BO2RtWG44aGA	"""Hazel's Diner"""	"""3401 Yonge Street"""	North York	ON	43.7326283	-79.40387679999999	4.0	98	1
6205	nZZaLSXkCBYRri9ZfVOgyw	"""Casa Filipina Bakeshop & Restaurant"""	"""3531 W Thunderbird Rd"""	Phoenix	AZ	33.6092740857	-112.13508278	4.0	153	1
6206	ZVlAV-bkz-oN7foA5HHWDg	"""Pub Frato"""	"""7548 Fredle Dr"""	Concord	OH	41.6647691	-81.2417722	4.5	78	1
6207	HpRj2Lv27EUQql0POE5sQw	"""La Barquita Restaurant"""	"""2334 E McDowell Rd"""	Phoenix	AZ	33.4660183	-112.0311048	4.0	114	1
6208	9U4Tqt5SkZKQ6eeH6IPSxQ	"""Ohjah Japanese Steakhouse"""	"""2051 N Rainbow Blvd, Ste 102"""	Las Vegas	NV	36.1987541	-115.24279140000002	4.5	277	1
6210	MmUwlfRrxVLON3NWOobC_w	"""Pie Five Pizza Co"""	"""1915 Matthews Township Pkwy"""	Matthews	NC	35.124853	-80.707806	4.0	67	1
6211	jwH2bAFYAEQw2TqACedRFQ	"""Good Donuts"""	"""865 N Gilbert Rd, Ste 101"""	Gilbert	AZ	33.3661465	-111.78939740000001	4.5	80	0
6212	smx4rjWRtbkE656F7fE7rA	"""Goldwater Brewing"""	"""3608 N Scottsdale Rd"""	Scottsdale	AZ	33.489777600000004	-111.9263497	4.5	120	1
6213	D-2t7fHQu6hNLjjfRHSZaA	"""EVO"""	"""4175 N Goldwater Blvd"""	Scottsdale	AZ	33.496663899999994	-111.92998850000001	4.0	528	1
6214	A6bnXx1see4yZSaVVCVDyw	"""Rolltation"""	"""207 Dundas Street W"""	Toronto	ON	43.6547562	-79.38749250000001	4.0	155	1
6215	_XlO-uEB3ZMA19Q8Ljbipw	"""Umbrella Cafe"""	"""951 Liberty Ave"""	Pittsburgh	PA	40.443476602	-79.99610470489999	4.5	65	0
6216	ePXn4TX9DkfAeDK8VD5jLw	"""Prohibition Montréal"""	"""5700 Avenue Monkland"""	Montréal	QC	45.4744548	-73.6238401	4.0	144	0
6218	Tg_uJO-WTZk2DtOvg4nVsw	"""Bad Beat Brewing"""	"""7380 Eastgate Rd, Ste 110"""	Henderson	NV	36.0528443	-115.0190679	4.5	121	1
6219	RXESkOgqAYGoujYTqy2KNg	"""The Only Cafe"""	"""972 Danforth Avenue"""	Toronto	ON	43.680468499999996	-79.337862	4.0	93	1
6226	TITY-kzuk2hLumFrPnVlgA	"""Funky Munky Cafe"""	"""9275 Markham Road, Unit 7"""	Markham	ON	43.8935414	-79.2629585	4.5	63	1
6227	jXyy2Vc-Dgp7QguQJSfnXw	"""Lazeez"""	"""8560 W Desert Inn Rd, Ste D-3"""	Las Vegas	NV	36.1300289	-115.2777727	4.0	223	1
6229	V0iYi5OjdRcz82m95jV7vQ	"""Renaissance Patisserie"""	"""2809 South Blvd"""	Charlotte	NC	35.199156	-80.866997	4.5	62	1
6230	axi57Y3h5c8BxM1Xyj0KBw	"""Grimaldi's Pizzeria"""	"""2168 E Williams Field Rd, Ste 502"""	Gilbert	AZ	33.3095749752	-111.743795679	4.0	330	1
6231	hLDEtvhH3Z5H1J5-3UM5kg	"""Boralia"""	"""59 Ossington Avenue"""	Toronto	ON	43.6455612	-79.41920290000002	4.5	122	1
6232	c-l4nDPZcEwapEiV-Xf08w	"""Ilios Noche"""	"""11508 Providence Rd"""	Charlotte	NC	35.0532146127	-80.7704005293	4.0	215	1
6233	K7o9ZercitOI3BzqkBwGCA	"""Showboy BakeShop"""	"""3370 S Hualapai Way, Ste 125"""	Las Vegas	NV	36.1283804476	-115.315215737	4.5	52	1
6234	2m2O7o-E_jYvgvdkT6x_lA	"""Golden Donuts & Smoothies"""	"""1960 W Ray Rd, Ste 12"""	Chandler	AZ	33.3215191425	-111.875648126	4.0	70	0
