,business_id,name,address,city,state,latitude,longitude,stars,review_count,is_open,categories
14851,d2CT1rJV_nyO6dK7MLxUqQ,"""Findlays Of Portobello""","""116 Portobello High Street""",Edinburgh,EDH,55.953759,-3.115612,5.0,5,1,Food;Specialty Food;Meat Shops
14918,MpoAZZm0FNRyNFVYPQoZeA,"""Rising Star Coffee Roasters""","""13368 Madison Ave""",Lakewood,OH,41.477292,-81.784374,5.0,4,1,Coffee & Tea;Coffee Roasteries;Food;Bagels
14921,l2kzkT3iw10kIq2nIWRbgQ,"""Famous Toastery""","""6425 Wilkinson Blvd""",Belmont,NC,35.2529496,-81.045862,5.0,4,1,Restaurants;Breakfast & Brunch
14956,inoMbL0EtSoZ_mfNR9SQYg,"""Joezeppi's Frozen Treats and Homemade Ice Cream""","""915 Mount Royal Blvd""",Pittsburgh,PA,40.5162086,-79.9590834,5.0,5,1,Food;Ice Cream & Frozen Yogurt
14974,4h09LXxv8x87j_40GFRvQA,"""Carolina Craft Butchery""","""605 B Jetton St""",Davidson,NC,35.5009425,-80.8619537,5.0,3,1,Food;Meat Shops;Specialty Food;Butcher;Grocery
15018,pRitNmkahcveSE9XsoEdMw,"""Wingstop""","""1457 W Southern Ave, Ste A-8""",Mesa,AZ,33.3924816512,-111.863006525,5.0,5,1,Restaurants;Chicken Wings
15020,qyx0Bjh3pomw9kPZdShbag,"""QuikTrip""","""1141 S Crismon Rd""",Mesa,AZ,33.3945565,-111.6148938,5.0,5,1,Automotive;Gas Stations;Convenience Stores;Food
15024,lHHkKk2RPyQMyCJo0O_Pow,"""Edgewood Beer & Tobacco""","""1639 S Braddock Ave""",Pittsburgh,PA,40.428021,-79.8873536,5.0,4,1,Food;Tobacco Shops;Beer;Wine & Spirits;Shopping
15055,zJ__js7-Cx_wU4GhdBdeRA,"""The Refuge Coffee & Wine""","""4000 E Sky Harbor Blvd""",Phoenix,AZ,33.4360502,-111.994973,5.0,12,1,Cafes;Restaurants;Nightlife;Bars;Breakfast & Brunch;Coffee & Tea;Food;Wine Bars
15083,4OFeBLswQw8bJbkAtmYuAA,"""Vegas Discount Nutrition SUPERSTORE""","""6180 N Decatur Blvd, Ste 104""",Las Vegas,NV,36.2723430428,-115.206228061,5.0,42,1,Food;Health Markets;Specialty Food;Shopping;Vitamins & Supplements
15088,2kOA8TIV0U-a6u2Q4saGYg,"""Weinhandlung Kreis""","""Dorotheenstr. 2""",Stuttgart,BW,48.7766,9.17896,5.0,5,1,Food;Arts & Entertainment;Beer;Wine & Spirits;Wineries
15102,StzNuzqg25fLRWIzvpwaJA,"""Phx Sports Grill""","""4531 N 7th St""",Phoenix,AZ,33.5027148538,-112.06461176299999,5.0,4,1,Sports Bars;Nightlife;Pubs;Bars;Restaurants;American (Traditional)
15113,xmSQ5Md_XNzPmSRkilo_2A,"""Salus Fresh Foods""","""25 Carlton Street, Unit D""",Toronto,ON,43.6610457,-79.3816605,5.0,33,1,Juice Bars & Smoothies;Salad;Food;Restaurants
15115,UPKbATxvpapWcirMeRzCUw,"""Ramona Pizzeria""","""5760 Rue Hochelaga""",Montréal,QC,45.5706835,-73.5373385,5.0,3,1,Restaurants;Pizza
15137,kY1ojmCX5HIiCM9CFKpklw,"""Mi Vegana Madre""","""""",Avondale,AZ,33.4334649,-112.32781609999998,5.0,5,1,Vegan;Restaurants;Food;Food Trucks;Mexican
15140,Yq1urC7iKqM5D5tyhXCRLQ,"""The Dock On Queen""","""932 Queen Street E""",Toronto,ON,43.6609268,-79.3415833,5.0,4,1,Sandwiches;Restaurants;Cafes
15141,Yid1IWRGWJw1qIHPsmUXaQ,"""B&D's Kitchen""","""214 Dalry Road""",Edinburgh,MLN,55.940560999999995,-3.2244252999999996,5.0,8,1,Cantonese;Shopping;Chinese;Caterers;Event Planning & Services;Restaurants;Art Galleries;Arts & Entertainment
15144,7muJHEgWkNQBcCKrklKdqA,"""Purdys Chocolatier""","""100 City Centre Drive""",Mississauga,ON,43.593106,-79.64224709999999,5.0,4,1,Desserts;Food;Chocolatiers & Shops;Specialty Food
15148,3crXQdhIGM6C_VHzN7TPaA,"""Pita Pit""","""925 Rathburn Road E""",Mississauga,ON,43.615718288400004,-79.6180022906,5.0,3,1,Restaurants;Fast Food
15161,OhJHQhBB1V09mkI-r4o5MA,"""Irene Dever Dairy""","""W Side Mkt""",Cleveland,OH,41.478936299999994,-81.74041340000001,5.0,6,1,Cheese Shops;Food;Specialty Food
15167,8VkQczMIBUoaOgrTMOxAfA,"""Wiegands Lake Park""","""9393 Kinsman Rd""",Novelty,OH,41.462970399999996,-81.307691,5.0,4,1,Food;Event Planning & Services;Parks;Active Life
15171,IxthHWpZgpdt72uOUWPgaQ,"""La Fromagerie Hamel""","""2117 Avenue Mont-Royal Est""",Montréal,QC,45.5354211,-73.5722255,5.0,8,1,Event Planning & Services;Specialty Food;Delicatessen;Food;Caterers;Delis;Restaurants;Sandwiches;Cheese Shops
15177,fAPVvgRW0BjDtZCtNj4eaA,"""Grounds For Thought""","""1307 S Dobson Rd""",Mesa,AZ,33.3909213538,-111.873089651,5.0,9,1,Colleges & Universities;Coffee & Tea;Education;Food
15178,Pj64HOM0ZJmN8VmeMdr67g,"""De La Mer""","""291 Roncesvalles Avenue""",Toronto,ON,43.6477482,-79.449557,5.0,11,1,Specialty Food;Food;Seafood Markets
15191,E8T3tAqqBDH3Z9_5itSs6A,"""Cakes By Cupcake""","""""",Mesa,AZ,33.3990327,-111.79723840000001,5.0,5,1,Food;Desserts;Bakeries;Cupcakes
15208,XzSUqucFXZ9SwZHhuujuIA,"""Spirit of York Distillery""","""12 Trinity Street""",Toronto,ON,43.6504046,-79.3597707,5.0,7,1,Food;Distilleries
15222,CCuVSFk1hSVxsBIQRFLRpA,"""Hd Cake & Pastry House""","""1415 Kennedy Road, Unit 9""",Toronto,ON,43.7648113,-79.2802709,5.0,8,1,Food;Desserts
15259,W1DvjzwTeb8UKKUd3amwEQ,"""Sirna's Farm & Market""","""19009 Ravenna Rd""",Auburn,OH,41.3519668579,-81.2232513428,5.0,4,1,Farmers Market;Food;CSA
15264,U-kd-CYBCNTaZiDgVlc-Uw,"""Chennai Cafe""","""5775 W Bell Rd, Ste 5""",Glendale,AZ,33.63672329999999,-112.1833019,5.0,12,1,Food;Desserts;Restaurants;Seafood;Indian
15267,rzIEdF0V3qedf7T5loVvsA,"""Local Montreal Food Tours""","""3669 Avenue Coloniale Montréal""",Montréal,QC,45.5152808,-73.5727704,5.0,72,1,Hotels & Travel;Tours;Food Tours;Historical Tours
15269,PdksADFBPbdElL2n5jF2sA,"""Food Truck Alley""","""3674 Center Rd""",Brunswick,OH,41.2376815595,-81.81802835319999,5.0,4,1,Restaurants;Food Court
15270,OHKHYMQoiGSRqim-USCadg,"""QuikTrip""","""7522 W Deer Valley Rd""",Peoria,AZ,33.681818,-112.2213148,5.0,13,1,Convenience Stores;Gas Stations;Food;Automotive
15292,LvCt5YHhTKsqH2yI61CNyQ,"""Wagner's Market""","""4978 Middle Rd""",Gibsonia,PA,40.605056700000006,-79.9261165,5.0,3,1,Grocery;Food
15304,5rWfJa_61-dMVstA_e9FHQ,"""Joy's Teaspoon""","""""",Las Vegas,NV,35.99873579999999,-115.15927179999998,5.0,3,1,Food;Coffee & Tea
15343,BTF3ZU4mcHeuwxhl9TT_jA,"""Restaurant am Stadion""","""Im Vogelsang 29""",Schönaich,BW,48.67154,9.066130000000001,5.0,6,1,German;Restaurants
15346,QNhXQmriL6r2W_VrsUmEMg,"""The Pakora Bar""","""96 Hanover Street""",Edinburgh,EDH,55.954362800000006,-3.1977449,5.0,12,1,Restaurants;Fast Food;Indian
15361,ByKX_MDDwg0OKrG9Nuh65w,"""Life Recovery Wellness""","""7399 E Tierra Buena Ln""",Scottsdale,AZ,33.628977,-111.920302,5.0,10,1,Specialty Food;Weight Loss Centers;Health & Medical;Health Markets;Food;Nutritionists
15365,lRPM1UWvqvY4KaS_BHmtSw,"""Las Vegas Coffee & Roasting""","""""",Henderson,NV,35.960733700000006,-114.939821,5.0,4,1,Coffee & Tea;Food
15367,rxaxR6lJTYKabKCEN_oa9g,"""Good To Go""","""1360 E 9th St""",Cleveland,OH,41.5034489,-81.6900778,5.0,4,1,Delis;Restaurants;Event Planning & Services;Cafes;Caterers
15369,-OBZ-M0ZecAo-_RdhZpBWw,"""Caprae & Suidae""","""1903 Avenue Road""",Toronto,ON,43.7329669,-79.4192676,5.0,3,1,Meat Shops;Food;Specialty Food;Butcher
15382,QaZJaUaNmgl2_ohHSkQbzA,"""Mildenberger""","""Merowingerstr. 5""",Fellbach,BW,48.8257,9.27422,5.0,3,1,Food;Bakeries
15384,LMdWCdzswKGB-ceSjHtc9Q,"""Café Origine""","""8 Rue Sherbrooke O""",Montréal,QC,45.5120537,-73.569661,5.0,3,1,Cafes;Restaurants
15391,INuaDC5ZT0oDILfUFgIhIA,"""Old World Deli""","""1667 Pearl Rd""",Brunswick,OH,41.230011,-81.8401586,5.0,27,1,Delis;Restaurants
15409,04i6A6jYql0gYERoOvhLsg,"""Crombie's Of Edinburgh""","""97 Broughton Street, New Town""",Edinburgh,EDH,55.9586667,-3.189777,5.0,45,1,Butcher;Meat Shops;Food;Specialty Food
15410,2nFwsGBpikkDh74biLfeaA,"""Press Coffee""","""1221 E Apache Blvd""",Tempe,AZ,33.4140581,-111.91814369999999,5.0,13,1,Coffee Roasteries;Food;Restaurants;Breakfast & Brunch;Coffee & Tea
15417,HzOhgBM3jpNR05TuzhfNNg,"""Sapore Restaurant""","""8623 Mayfield Rd""",Chesterland,OH,41.5218112,-81.3340767,5.0,11,1,Italian;Restaurants
15462,NwbHjAlo4GKUVdEYHRH4mA,"""Allegheny City Market""","""1327 Arch St""",Pittsburgh,PA,40.457244,-80.009625,5.0,10,1,Grocery;Food
15466,3p3Rv_iGr_hzFlqsK-rebg,"""Matterello""","""6950 Rue Saint-Denis""",Montréal,QC,45.5370914,-73.61218149999999,5.0,5,1,Italian;Restaurants
15485,5lw5rrhFMz-liykUn8dGSw,"""Fernando's Food""","""44 E Sprinfield""",Champaign,IL,40.112846000000005,-88.240511,5.0,29,1,Food Trucks;Mexican;Food Delivery Services;Restaurants;Food
15486,qy6TJIlVbAl9vp-Cgwqx1g,"""Frais & Fresh""","""48 Rue McGill""",Montréal,QC,45.4989482,-73.5540571,5.0,4,1,Soup;Restaurants;Sandwiches;Salad
15491,2uIg-l6ARtdo2HrjgA3CTw,"""Sticky Walnut""","""11 Charles Street, Hoole""",Chester,CHE,53.199098,-2.8753449,5.0,7,1,Restaurants;British
15520,R_z9LFtqbBB9pANO530w9w,"""Bruno's Taco Bar""","""6415 S Fort Apache Rd, Ste 105""",Las Vegas,NV,36.0715893,-115.29844650000001,5.0,6,1,Restaurants;Food;Mexican;Tacos
15529,oLtckug5TThVlLkbhIy4NA,"""Karen Biscotti""","""""",Phoenix,AZ,33.452829200000004,-112.0685027,5.0,4,1,Bakeries;Food
15533,oNVpIJPrv1_5HIBqVjZKUg,"""SmokeN'Grind""","""""",Phoenix,AZ,33.7635354,-112.0714835,5.0,7,1,Restaurants;Caterers;Event Planning & Services;Food;Barbeque;Food Trucks
15539,rXFWFQkE3GDpxceenHvJXA,"""Galaxie Pizza""","""5404 Avenue Clarendon""",Laval,QC,45.532512,-73.7785787,5.0,6,1,Pizza;Restaurants;Halal
15542,x64dM3knbg7DxSMGHbi3Rg,"""Edinburgh Coffee Cake""","""18 S Clerk Street""",Edinburgh,EDH,55.9405699,-3.1808631000000003,5.0,8,1,Food;Patisserie/Cake Shop;Restaurants;Cafes;Coffee & Tea;Desserts
15557,iGJLHwbVgfA8vvOU2hVkSA,"""Bosna Market""","""2719-B Central Ave""",Charlotte,NC,35.2191093,-80.7970871,5.0,10,1,Grocery;Food
15587,o4BYWwIGRa2xILf2gO68pQ,"""The Perfect SAIZ Taco""","""""",Chandler,AZ,33.234441700000005,-111.86339,5.0,4,1,Event Planning & Services;Food Delivery Services;Street Vendors;Food;Caterers
15610,K5iFoFNnV0o5GbaSp8d38g,"""Two Seasons Cafe""","""6320 E Main St""",Mesa,AZ,33.4155576912,-111.69475525600001,5.0,14,1,Restaurants;Cafes
15621,hErWeLeyjGOOb4d76ZWcNQ,"""Bei Den Steins""","""Albert-Schäffle-Str. 6""",Stuttgart,BW,48.771551691300004,9.2028724579,5.0,3,1,Restaurants
15622,VfsUreaME_2nqk1D0sVsIw,"""Baker's Bakery""","""3550 W 105th St""",Cleveland,OH,41.455791,-81.75923399999999,5.0,4,1,Bakeries;Food
15636,kgIxUvze5xWQafLunbiyDA,"""Victor Rose""","""15C Avenue Cartier""",Pointe-Claire,QC,45.4301722,-73.8233754,5.0,4,1,Cafes;Food;Coffee & Tea;Restaurants
15667,pzhjeutsSFcFEDbLp67oeg,"""El Cochinito Contento""","""3425 E Flamingo Rd""",Las Vegas,NV,36.114696853699996,-115.100319125,5.0,4,1,Restaurants;Mexican
15673,cePE3rCuUOVSCCAHSjWxoQ,"""Karved""","""3957 S Maryland Pkwy""",Las Vegas,NV,36.117090999999995,-115.138401,5.0,17,1,American (New);Restaurants
15678,p1uqGs9tb3EiVAReNhtxrg,"""Wish A Cake""","""""",Toronto,ON,43.653226000000004,-79.3831843,5.0,3,1,Bakeries;Food;Custom Cakes;Desserts;Caterers;Event Planning & Services
15695,OIUhovH5-RuX5LsEw-a8kA,"""The Scotch Malt Whisky Society""","""87 Giles Street, Leith""",Edinburgh,EDH,55.973206999999995,-3.172269,5.0,26,1,Whiskey Bars;Social Clubs;Arts & Entertainment;Nightlife;British;Restaurants;Beer;Wine & Spirits;Bars;Food;Scottish
15711,OeVxlDejZ5cmS-0hNyrhFg,"""Grow Wild Organic Foods""","""Unit 8 Block 3 Whiteside Industrial Estate, Bathgate, West Lothian""",Edinburgh,EDH,55.891133700000005,-3.6573186,5.0,3,1,Food;Grocery;Delis;Food Delivery Services;Restaurants
15726,mxK5rU9bikniqrHw7D6cEg,"""Economic Equipment Locator""","""2925 W Whitton Ave""",Phoenix,AZ,33.489554999999996,-112.12205700000001,5.0,10,1,Appliances;Furniture Stores;Shopping;Kitchen & Bath;Appliances & Repair;Local Services;Professional Services;Restaurant Supplies;Wholesale Stores;Restaurants;Wholesalers;Home & Garden
15733,z6-riL-R2DjfIsxoEaltnQ,"""Coco Chocolatier""","""20 Raeburn Place""",Edinburgh,EDH,55.959030884300006,-3.2104833779,5.0,4,1,Food;Chocolatiers & Shops;Specialty Food
15741,E3qxMkbKxQR6Aca36c53GA,"""Helpings Cafe, Market and Catering""","""3333 E Van Buren St""",Phoenix,AZ,33.4508289,-112.00945320000001,5.0,45,1,Salad;Sandwiches;Restaurants;Cafes
15767,Hi4kUFWzgK6K71Bml3OD1A,"""Gartman Model Bakery""","""30 N State St""",Painesville,OH,41.7267237,-81.24139129999999,5.0,6,1,Food;Bakeries
15776,o8KxrEL6nxKkAXY7C8YzVw,"""Gascogne""","""268 Rue Jean-Talon E""",Montréal,QC,45.5368189,-73.615672,5.0,3,1,Food;Patisserie/Cake Shop
15779,opcMISfU6mYxtMT9hVAktw,"""Fortino's""","""173 Lakeshore Rd. West""",Oakville,ON,43.4380352,-79.67720159999999,5.0,4,1,Food;Grocery
15780,xy6JUuTJ8SEQsIx6wL3OTQ,"""Snowtime""","""2095 North Dobson Rd, Ste A-6""",Chandler,AZ,33.3372501,-111.8753212,5.0,54,1,Food;Korean;Coffee & Tea;Shaved Snow;Desserts;Shaved Ice;Restaurants
15785,o5u-svtay8fu2lpZNe3O_w,"""Citi Stop - 76 Gas Station""","""7690 South Durango Dr""",Las Vegas,NV,36.0488483878,-115.278263439,5.0,3,1,Food;Gas Stations;Convenience Stores;Automotive
15795,qDBZgOyugt7RrWsZf-XfCw,"""Reiterstüble Gasthaus""","""Furtwänglerstr. 190""",Stuttgart,BW,48.786429999999996,9.13777,5.0,22,1,Hotels;Event Planning & Services;Swabian;Beer Garden;Restaurants;Hotels & Travel
15838,vR64BzQR6Kw9wSdbbamb7w,"""Jardin des Délices""","""3537 Rue Rachel Est""",Montréal,QC,45.549501899999996,-73.5583911,5.0,6,1,Asian Fusion;Vietnamese;Vegetarian;Thai;Restaurants;Cambodian
15847,TeFUk5xN5UwZTCRet2zP3w,"""Asado Mobile Kitchen Truck""","""1601 Penn Ave""",Pittsburgh,PA,40.4490499522,-79.9875799567,5.0,5,1,Food;Food Trucks
15859,hoA4yCCJ1G9ZJ_ng70ZBGA,"""Douglas Vineyards""","""7696 Freeze Rd""",Kannapolis,NC,35.5215043813,-80.6913738325,5.0,9,1,Food;Arts & Entertainment;Wine Tasting Room;Wineries
15869,6t-R9-nxvsvksk91IWltZw,"""Cassiopeia die anders & lieber""","""Inselstr. 147""",Stuttgart,BW,48.77975,9.24708,5.0,3,1,Food;Organic Stores;Vegan;German;Vegetarian;Restaurants
15871,wUquHCOWvFNIfruMk_ALAQ,"""Cheplic Packing""","""382 Mingo Church Rd""",Finleyville,PA,40.232331099999996,-80.01249920000001,5.0,4,1,Butcher;Food
15880,-heiUEHVRPHo5xaAE8vwTg,"""cakelava""","""4555 S Fort Apache Rd, Ste 122""",Las Vegas,NV,36.1065041,-115.2979412,5.0,18,1,Food;Custom Cakes;Bakeries
15892,e0zaC-14scu9Xc0bYLyZPQ,"""Cupcake Goodness""","""10 Meadowglen Drive, Unit 11""",Whitby,ON,43.9119321,-78.9455328,5.0,3,1,Sandwiches;Restaurants;Cafes;Food;Coffee & Tea;Bakeries;Desserts
15898,ke9kCRy39bI2aPAgrJabkA,"""alfredo""","""Breite Gasse  6, Künstlerviertel""",Böblingen,BW,48.6844,9.01454,5.0,7,1,Restaurants;Italian
15900,Y5t8zoKVBacQbWcUewXx2A,"""ColdPress Express""","""6475 N Decatur Blvd""",Las Vegas,NV,36.2769924778,-115.20830053799999,5.0,4,1,Food;Coffee & Tea;Juice Bars & Smoothies
15901,sXsi89ehWLOsZy9E6JkJ0A,"""Red Lotus Foods""","""2800 Euclid Ave""",Cleveland,OH,41.5019473,-81.6689707,5.0,3,1,Food;Specialty Food
15910,KooZavGXD_mQEdIRYKQONw,"""Fantasy Candies""","""5338 Mayfield Rd""",Lyndhurst,OH,41.5195266,-81.4869064,5.0,4,1,Candy Stores;Food;Beer;Wine & Spirits;Specialty Food
15922,7caQImCyJKGHwSlsDNZHhA,"""Feinkost Galeria""","""Körnerstr. 19""",Ludwigsburg,BW,48.8983029,9.1889038,5.0,4,1,Cafes;Specialty Food;Coffee & Tea;Delicatessen;Food;Restaurants;Fruits & Veggies
15931,hV9XufCpXMn2eOHzKZshHQ,"""Russo's Pizza""","""10418 Northfield Rd""",Northfield,OH,41.3423244,-81.5295431,5.0,8,1,Pizza;Restaurants
15934,32JWhoH-Kiu1wRFTvHvW9Q,"""Pie Me Over""","""6070 S Rainbow Blvd, Ste 7""",Las Vegas,NV,36.078686,-115.241801,5.0,105,1,Do-It-Yourself Food;Restaurants;Food;Desserts;American (Traditional);Bakeries
15938,Y14TOXSN40oWw7d5mPEkNA,"""World of Feng Shui""","""4011 Spring Mountain Rd""",Las Vegas,NV,36.1264356,-115.1933381,5.0,4,1,Professional Services;Home & Garden;Feng Shui;Home Decor;Restaurants;Shopping
15950,lloXa4skoSO6m7T6yQf2MA,"""Clay Cafe""","""431 Beaver St""",Sewickley,PA,40.5409354506,-80.1806213583,5.0,3,1,Restaurants;Education;Paint-Your-Own Pottery;Shopping;Paint & Sip;Event Planning & Services;Cafes;Art Classes;Arts & Crafts;Venues & Event Spaces;Arts & Entertainment;Art Schools;Specialty Schools
15952,OcXcAVjHoX0tTuzT5A8oww,"""Equal Exchange Espresso Bar""","""900 Euclid Ave""",Cleveland,OH,41.500043,-81.6861312,5.0,3,1,Coffee & Tea;Cafes;Restaurants;Food
15964,zscpjfq8zkmuiKytwHCwrA,"""CP's Cooler Homemade Ice Cream & Treats""","""32433 Vine St""",Willowick,OH,41.6427227732,-81.45713076,5.0,4,1,Desserts;Ice Cream & Frozen Yogurt;Custom Cakes;Food
15968,sI2RL3sn1cb5xKcYpTDRig,"""Sunshine Market""","""2302 N 12th St""",Phoenix,AZ,33.4730967,-112.05651850000001,5.0,25,1,Food;Grocery
15977,7WHwaWg5uW3oWsEXLzQ25w,"""Groceria Merante""","""3454 Bates St""",Pittsburgh,PA,40.4365708987,-79.95538760640001,5.0,26,1,Imported Food;Restaurants;Sandwiches;Specialty Food;Grocery;Food;Ethnic Food
15982,I4KLIuqnYu_zPV6RCfEtQg,"""Pasta da Panza""","""3825 Boulevard Saint-Martin O""",Laval,QC,45.552563,-73.75857099999999,5.0,15,1,Restaurants;Italian
15985,J7mNWmmXI4XSL2H_dkTbbA,"""Bouche Bakery""","""11823 Detroit Ave""",Lakewood,OH,41.483309000000006,-81.770892,5.0,9,1,Desserts;Food;Bakeries;Gluten-Free;Restaurants
16006,d5UA4vWyT-Jtp1cIliOC9w,"""Able Baker Brewing""","""1051 Mary Crest Rd, Ste K""",Henderson,NV,36.0371471,-115.03174469999999,5.0,6,1,Food;Breweries
16011,ORQObSEOtflV-UqPae62_g,"""Mögle""","""Dieterlestr. 32""",Stuttgart,BW,48.80575,9.15821,5.0,16,1,Swabian;German;Wine Bars;Bars;Restaurants;Nightlife
16032,aC4acQbkuD7_JizCiFBuDQ,"""The Paiza Club""","""3355 Las Vegas Blvd S""",Las Vegas,NV,36.1220839,-115.16803159999999,5.0,17,1,Casinos;Asian Fusion;Restaurants;Arts & Entertainment
16049,_1hAnIZIVg5Ijpd5ex5klA,"""True Foods""","""2408 Karli Dr""",Las Vegas,NV,36.15292,-115.174324,5.0,6,1,Food;Farmers Market
16059,ES9SowkyQSvVG-5LNTK-1A,"""Ec Water Store""","""2696 W Ann Rd, Ste 110""",N Las Vegas,NV,36.262113299999996,-115.17817620000001,5.0,25,1,Water Delivery;Health Markets;Food;Local Services;Water Stores;Specialty Food
16072,bywPKk3pvRBxwMWrFVD7Lw,"""Espresso a Mano""","""1506 E Carson St""",Pittsburgh,PA,40.4286818,-79.9831047,5.0,6,1,Restaurants;Breakfast & Brunch;Coffee & Tea;Food
16083,G03yt8WuN1v0bCD8mvoDiA,"""Fresh Sub""","""6174 W Flamingo Rd""",Las Vegas,NV,36.11457539999999,-115.2266512,5.0,55,1,Sandwiches;Juice Bars & Smoothies;Desserts;Food;Restaurants;Ice Cream & Frozen Yogurt
16088,OEFODzt-XnIzzq8by8Dk6Q,"""Sweet Frog Premium Frozen Yogurt""","""3632 Center Rd""",Brunswick,OH,41.2379006134,-81.8165061958,5.0,3,1,Food;Ice Cream & Frozen Yogurt
16100,n2Y_yDU82YEXnNE96Mz4KA,"""Shell Mini Mart""","""797 E Ray Rd""",Gilbert,AZ,33.320436699999995,-111.7741953,5.0,5,1,Food;Convenience Stores;Self Storage;Automotive;Gas Stations;Local Services;Truck Rental
16101,Cmtl2zjMdtXJpdFBSsZZ0A,"""Mad Urban Bees""","""2010 Vahlen St""",Madison,WI,43.122338,-89.35568,5.0,4,1,Education;Specialty Schools;Specialty Food;Food
16123,sUl1-jRfPb0xoV2-p6M5rQ,"""Gonzo Café""","""919 Avenue Duluth E""",Montréal,QC,45.5235383,-73.5734499,5.0,4,1,Restaurants;Breakfast & Brunch;Cafes
16124,A_uOwOAkujZUhwagoKqMSQ,"""Copper Still Moonshine Grill""","""7450 W Chandler Blvd""",Chandler,AZ,33.3057401071,-111.969400048,5.0,4,1,American (Traditional);Bars;Nightlife;Restaurants
16127,MyLkOuBMLi7A6WRSPU8lsQ,"""Francos Pizza""","""Hauptstr. 1""",Leinfelden-Echterdingen,BW,48.6841,9.16572,5.0,3,1,Event Planning & Services;Italian;Caterers;Restaurants
16136,uuGEGvTJEWwUycI_03e7WQ,"""Bailey's Cafe""","""324 Bathurst Street""",Toronto,ON,43.6514908,-79.40602,5.0,6,1,Coffee & Tea;Restaurants;Breakfast & Brunch;Cafes;Food
16141,8hZjiPzJIojA1k7_W4hELA,"""Taco San Francisco""","""3965 Charleston Blvd""",Las Vegas,NV,36.1584114889,-115.089242645,5.0,14,1,Food Trucks;Mexican;Food;Restaurants
16150,ybFJWUEbDTE2SaYoCVVvSg,"""Oroweat Baking Company""","""10414 N 19th Ave""",Phoenix,AZ,33.5804321,-112.100059,5.0,3,1,Food;Bakeries
16151,yLVW9xxnX8se7IFCDppdkw,"""Café de' Mercanti""","""350 Rue Notre-Dame Est""",Montréal,QC,45.509833,-73.55253470000001,5.0,25,1,Sports Bars;Bakeries;Food;Coffee & Tea;Sandwiches;Nightlife;Restaurants;Bars;Ice Cream & Frozen Yogurt
16165,6oI37LjBo9uO2dd_CeniWg,"""Paoli Pub & Grill""","""6893 Paoli Rd""",Belleville,WI,42.9291111,-89.5259188,5.0,9,1,American (Traditional);Pubs;Nightlife;Bars;Restaurants
16170,8OkJZMaF3VD5amt9MZQTDg,"""Sugar Shells Custom Cakes and More""","""12507 W Mauna Loa Ln""",El Mirage,AZ,33.6192819,-112.3330784,5.0,7,1,Custom Cakes;Bakeries;Food
16178,mbXXzrpkAw42CN3fb1-IZg,"""Top Tier Cakes""","""25971 Detroit Rd""",Westlake,OH,41.4684681,-81.90701259999999,5.0,10,1,Desserts;Cupcakes;Food;Bakeries
16207,UaDRgpeJZyohVG0AkXo5Yw,"""Saray Kebap 2""","""Marktstr. 48""",Stuttgart,BW,48.8049,9.21407,5.0,5,1,Fast Food;Restaurants;Pizza;Kebab
16210,epYiC4Bp4ed49cKbF2TD9g,"""Feast Food Tours & Culinary Events""","""""",Charlotte,NC,35.330152899999995,-80.7325287,5.0,34,1,Hotels & Travel;Food Tours;Tours;Food
16214,GzYAIjVULpRrFV2dQMKDog,"""Pasto di Forno""","""7116 E Mercer Ln, Ste 101""",Scottsdale,AZ,33.5855904799,-111.927653265,5.0,58,1,Soup;Breakfast & Brunch;Restaurants;Desserts;Italian;Food;Event Planning & Services;Sandwiches;Caterers
16221,UPJM8thQlVAb1OASCCRfLA,"""GNC Live Well""","""4727 E Bell Rd, Ste 33""",Phoenix,AZ,33.6385767546,-111.98023047299999,5.0,3,1,Health & Medical;Vitamins & Supplements;Shopping;Food;Nutritionists;Personal Shopping;Health Markets;Customized Merchandise;Specialty Food
16235,X1-AbThDu9tmijcGnsi8Ug,"""Binkley's Restaurant""","""2320 E Osborn Rd""",Phoenix,AZ,33.4878196716,-112.03129577600001,5.0,30,1,Bars;American (New);Restaurants;Nightlife
16241,9wSHuOEou6PkRd-GbfH47w,"""108 Chinese Take Away""","""108 Portobello High Street""",Edinburgh,EDH,55.95396329999999,-3.1157819,5.0,3,1,Restaurants;Fast Food
16247,gjKKNW5Z0CWi77vWkyQjOA,"""Brewery, Bits and Bites Tour""","""237 Cedarville St""",Pittsburgh,PA,40.4618664,-79.94859709999999,5.0,8,1,Local Flavor;Food Tours;Tours;Hotels & Travel
16248,ahMTpabuoVzSpZhQjKfzMA,"""Haute Cakes Gourmet Baking""","""""",Scottsdale,AZ,33.468848,-111.91051599999999,5.0,7,1,Desserts;Bakeries;Custom Cakes;Food;Cupcakes
16258,tc5BQEgvM4JE7xX-C9EgzA,"""Saucissier de l'Ouest""","""11776 Boul De Salaberry""",Dollard-des-Ormeaux,QC,45.484128000000005,-73.8059401,5.0,5,1,Meat Shops;Food;Specialty Food
16277,thnAG6_05Ydjeimt_6hd7g,"""Da Gennaro Trattoria e Pizzeria""","""Rudolf -Greiner Str. 6""",Oßweil,BW,48.8924672,9.225209199999998,5.0,3,1,Restaurants;Food;Pizza;Italian
16279,yG_jOwiSnhJ66bofu_osNQ,"""Pasta d'ici""","""138, avenue Atwater""",Montréal,QC,45.4794723,-73.57682249999999,5.0,3,1,Food
